State,Start_Year,Stop_Year,Total_Resident_Population,Resident_Population_Density
LA,1930,1940,2232736.0,51.650000000000006
LA,1930,1950,2382996.0,55.13333333333333
LA,1930,1960,2601503.0,60.2
LA,1930,1970,2809463.0,65.02000000000001
LA,1930,1980,3042203.0,70.4
LA,1930,1990,3210456.0,74.3
LA,1930,2000,3367771.0,77.9375
LA,1930,2010,3497282.0,80.93333333333334
LA,1930,2020,3613330.0,83.61999999999999
LA,1940,1940,2363880.0,54.7
LA,1940,1950,2523698.0,58.400000000000006
LA,1940,1960,2768139.0,64.06666666666668
LA,1940,1970,2986431.0,69.125
LA,1940,1980,3230325.0,74.76
LA,1940,1990,3395266.0,78.58333333333333
LA,1940,2000,3548653.0,82.12857142857142
LA,1940,2010,3671743.0,84.975
LA,1940,2020,3781300.0,87.5111111111111
LA,1950,1950,2683516.0,62.1
LA,1950,1960,2970269.0,68.75
LA,1950,1970,3193948.0,73.93333333333334
LA,1950,1980,3446936.0,79.775
LA,1950,1990,3601543.0,83.36
LA,1950,2000,3746116.0,86.7
LA,1950,2010,3858581.0,89.3
LA,1950,2020,3958478.0,91.6125
LA,1960,1960,3257022.0,75.4
LA,1960,1970,3449164.0,79.85
LA,1960,1980,3701409.0,85.66666666666667
LA,1960,1990,3831050.0,88.675
LA,1960,2000,3958635.0,91.62
LA,1960,2010,4054425.0,93.83333333333333
LA,1960,2020,4140615.0,95.82857142857142
LA,1970,1970,3641306.0,84.3
LA,1970,1980,3923603.0,90.8
LA,1970,1990,4022393.0,93.10000000000001
LA,1970,2000,4134039.0,95.67500000000001
LA,1970,2010,4213905.0,97.52000000000001
LA,1970,2020,4287881.0,99.23333333333333
LA,1980,1980,4205900.0,97.3
LA,1980,1990,4212936.0,97.5
LA,1980,2000,4298283.0,99.46666666666665
LA,1980,2010,4357055.0,100.82499999999999
LA,1980,2020,4417196.0,102.22
LA,1990,1990,4219973.0,97.7
LA,1990,2000,4344474.0,100.55000000000001
LA,1990,2010,4407440.0,102.0
LA,1990,2020,4470020.0,103.45
LA,2000,2000,4468976.0,103.4
LA,2000,2010,4501174.0,104.15
LA,2000,2020,4553368.0,105.36666666666667
LA,2010,2010,4533372.0,104.9
LA,2010,2020,4595564.0,106.35
LA,2020,2020,4657757.0,107.8
MA,1910,1910,3366416.0,431.6
MA,1910,1920,3609386.0,462.75
MA,1910,1930,3822795.0,490.09999999999997
MA,1910,1940,3946277.0,505.92499999999995
MA,1910,1950,4095124.0,525.0
MA,1910,1960,4270700.0,547.5166666666667
MA,1910,1970,4473338.0,573.5
MA,1910,1980,4631301.0,593.75
MA,1910,1990,4785203.0,613.4777777777778
MA,1910,2000,4941593.0,633.53
MA,1910,2010,5087596.0,652.2454545454545
MA,1910,2020,5249456.0,672.9916666666667
MA,1920,1920,3852356.0,493.9
MA,1920,1930,4050985.0,519.3499999999999
MA,1920,1940,4139564.0,530.6999999999999
MA,1920,1950,4277301.0,548.3499999999999
MA,1920,1960,4451557.0,570.6999999999999
MA,1920,1970,4657826.0,597.15
MA,1920,1980,4811999.0,616.9142857142857
MA,1920,1990,4962552.0,636.2125
MA,1920,2000,5116612.0,655.9666666666667
MA,1920,2010,5259714.0,674.31
MA,1920,2020,5420642.0,694.9363636363636
MA,1930,1930,4249614.0,544.8
MA,1930,1940,4283168.0,549.0999999999999
MA,1930,1950,4418950.0,566.4999999999999
MA,1930,1960,4601357.0,589.9
MA,1930,1970,4818919.0,617.8
MA,1930,1980,4971939.0,637.4166666666666
MA,1930,1990,5121151.0,656.5428571428572
MA,1930,2000,5274644.0,676.225
MA,1930,2010,5416087.0,694.3555555555555
MA,1930,2020,5577470.0,715.04
MA,1940,1940,4316721.0,553.4
MA,1940,1950,4503618.0,577.3499999999999
MA,1940,1960,4718604.0,604.9333333333333
MA,1940,1970,4961246.0,636.05
MA,1940,1980,5116404.0,655.9399999999999
MA,1940,1990,5266408.0,675.1666666666666
MA,1940,2000,5421077.0,695.0
MA,1940,2010,5561896.0,713.05
MA,1940,2020,5725010.0,733.9555555555555
MA,1950,1950,4690514.0,601.3
MA,1950,1960,4919546.0,630.7
MA,1950,1970,5176087.0,663.6
MA,1950,1980,5316325.0,681.575
MA,1950,1990,5456345.0,699.5200000000001
MA,1950,2000,5605137.0,718.6
MA,1950,2010,5739779.0,735.8571428571429
MA,1950,2020,5901046.0,756.525
MA,1960,1960,5148578.0,660.1
MA,1960,1970,5418874.0,694.75
MA,1960,1980,5524928.0,708.3333333333334
MA,1960,1990,5647802.0,724.075
MA,1960,2000,5788061.0,742.0600000000001
MA,1960,2010,5914656.0,758.2833333333333
MA,1960,2020,6073979.0,778.6999999999999
MA,1970,1970,5689170.0,729.4
MA,1970,1980,5713104.0,732.45
MA,1970,1990,5814211.0,745.4
MA,1970,2000,5947932.0,762.55
MA,1970,2010,6067872.0,777.92
MA,1970,2020,6228212.0,798.4666666666667
MA,1980,1980,5737037.0,735.5
MA,1980,1990,5876731.0,753.4
MA,1980,2000,6034186.0,773.6
MA,1980,2010,6162547.0,790.0500000000001
MA,1980,2020,6336021.0,812.2800000000001
MA,1990,1990,6016425.0,771.3
MA,1990,2000,6182761.0,792.65
MA,1990,2010,6304384.0,808.2333333333332
MA,1990,2020,6485767.0,831.4749999999999
MA,2000,2000,6349097.0,814.0
MA,2000,2010,6448363.0,826.7
MA,2000,2020,6642214.0,851.5333333333334
MA,2010,2010,6547629.0,839.4
MA,2010,2020,6788773.0,870.3
MA,2020,2020,7029917.0,901.2
MD,1910,1910,1295346.0,133.4
MD,1910,1920,1372504.0,141.35000000000002
MD,1910,1930,1458844.0,150.26666666666668
MD,1910,1940,1549444.0,159.60000000000002
MD,1910,1950,1708156.0,175.96
MD,1910,1960,1940244.0,199.86666666666667
MD,1910,1970,2223409.0,229.04285714285717
MD,1910,1980,2472605.0,254.71250000000003
MD,1910,1990,2729145.0,281.14444444444445
MD,1910,2000,2985880.0,307.59000000000003
MD,1910,2010,3239304.0,333.7
MD,1910,2020,3484131.0,358.90000000000003
MD,1920,1920,1449661.0,149.3
MD,1920,1930,1540594.0,158.7
MD,1920,1940,1634144.0,168.33333333333334
MD,1920,1950,1811358.0,186.6
MD,1920,1960,2069224.0,213.16
MD,1920,1970,2378087.0,244.98333333333335
MD,1920,1980,2640785.0,272.04285714285714
MD,1920,1990,2908370.0,299.6125
MD,1920,2000,3173717.0,326.94444444444446
MD,1920,2010,3433700.0,353.73
MD,1920,2020,3683111.0,379.40000000000003
MD,1930,1930,1631526.0,168.1
MD,1930,1940,1726385.0,177.85
MD,1930,1950,1931924.0,199.03333333333333
MD,1930,1960,2224115.0,229.125
MD,1930,1970,2563772.0,264.12
MD,1930,1980,2839306.0,292.5
MD,1930,1990,3116757.0,321.0857142857143
MD,1930,2000,3389224.0,349.15
MD,1930,2010,3654149.0,376.44444444444446
MD,1930,2020,3906456.0,402.40999999999997
MD,1940,1940,1821244.0,187.6
MD,1940,1950,2082122.0,214.5
MD,1940,1960,2421645.0,249.46666666666667
MD,1940,1970,2796833.0,288.125
MD,1940,1980,3080862.0,317.38
MD,1940,1990,3364296.0,346.5833333333333
MD,1940,2000,3640323.0,375.0142857142857
MD,1940,2010,3906977.0,402.48749999999995
MD,1940,2020,4159226.0,428.4444444444444
MD,1950,1950,2343001.0,241.4
MD,1950,1960,2721845.0,280.4
MD,1950,1970,3122030.0,321.6333333333333
MD,1950,1980,3395766.0,349.825
MD,1950,1990,3672906.0,378.38
MD,1950,2000,3943503.0,406.25
MD,1950,2010,4204939.0,433.1857142857143
MD,1950,2020,4451474.0,458.55
MD,1960,1960,3100689.0,319.4
MD,1960,1970,3511544.0,361.75
MD,1960,1980,3746688.0,385.9666666666667
MD,1960,1990,4005383.0,412.625
MD,1960,2000,4263603.0,439.21999999999997
MD,1960,2010,4515262.0,465.1499999999999
MD,1960,2020,4752685.0,489.5714285714285
MD,1970,1970,3922399.0,404.1
MD,1970,1980,4069687.0,419.25
MD,1970,1990,4306947.0,443.7
MD,1970,2000,4554332.0,469.17499999999995
MD,1970,2010,4798176.0,494.3
MD,1970,2020,5028017.0,517.9333333333333
MD,1980,1980,4216975.0,434.4
MD,1980,1990,4499222.0,463.5
MD,1980,2000,4764976.0,490.8666666666666
MD,1980,2010,5017120.0,516.8499999999999
MD,1980,2020,5249141.0,540.6999999999999
MD,1990,1990,4781468.0,492.6
MD,1990,2000,5038977.0,519.1
MD,1990,2010,5283835.0,544.3333333333334
MD,1990,2020,5507182.0,567.275
MD,2000,2000,5296486.0,545.6
MD,2000,2010,5535019.0,570.2
MD,2000,2020,5749087.0,592.1666666666666
MD,2010,2010,5773552.0,594.8
MD,2010,2020,5975388.0,615.45
MD,2020,2020,6177224.0,636.1
ME,1910,1910,742371.0,24.1
ME,1910,1920,755192.0,24.5
ME,1910,1930,769269.0,24.96666666666667
ME,1910,1940,788758.0,25.6
ME,1910,1950,813762.0,26.4
ME,1910,1960,839679.0,27.233333333333334
ME,1910,1970,861446.0,27.942857142857147
ME,1910,1980,894348.0,29.012500000000003
ME,1910,1990,931412.0,30.211111111111116
ME,1910,2000,965763.0,31.320000000000004
ME,1910,2010,998727.0,32.3909090909091
ME,1910,2020,1029029.0,33.37500000000001
ME,1920,1920,768014.0,24.9
ME,1920,1930,782718.0,25.4
ME,1920,1940,804221.0,26.099999999999998
ME,1920,1950,831609.0,26.975
ME,1920,1960,859140.0,27.860000000000003
ME,1920,1970,881292.0,28.583333333333332
ME,1920,1980,916059.0,29.714285714285715
ME,1920,1990,955042.0,30.975
ME,1920,2000,990585.0,32.12222222222223
ME,1920,2010,1024362.0,33.220000000000006
ME,1920,2020,1055089.0,34.21818181818182
ME,1930,1930,797423.0,25.9
ME,1930,1940,822324.0,26.7
ME,1930,1950,852808.0,27.666666666666668
ME,1930,1960,881922.0,28.6
ME,1930,1970,903947.0,29.320000000000004
ME,1930,1980,940733.0,30.51666666666667
ME,1930,1990,981761.0,31.84285714285715
ME,1930,2000,1018406.0,33.025000000000006
ME,1930,2010,1052845.0,34.14444444444445
ME,1930,2020,1083797.0,35.150000000000006
ME,1940,1940,847226.0,27.5
ME,1940,1950,880500.0,28.55
ME,1940,1960,910088.0,29.5
ME,1940,1970,930578.0,30.175
ME,1940,1980,969395.0,31.439999999999998
ME,1940,1990,1012484.0,32.833333333333336
ME,1940,2000,1049975.0,34.042857142857144
ME,1940,2010,1084773.0,35.175000000000004
ME,1940,2020,1115616.0,36.17777777777778
ME,1950,1950,913774.0,29.6
ME,1950,1960,941520.0,30.5
ME,1950,1970,958362.0,31.066666666666666
ME,1950,1980,999937.0,32.425
ME,1950,1990,1045535.0,33.9
ME,1950,2000,1083766.0,35.13333333333333
ME,1950,2010,1118708.0,36.27142857142857
ME,1950,2020,1149165.0,37.2625
ME,1960,1960,969265.0,31.4
ME,1960,1970,980656.0,31.8
ME,1960,1980,1028658.0,33.36666666666667
ME,1960,1990,1078475.0,34.974999999999994
ME,1960,2000,1117765.0,36.239999999999995
ME,1960,2010,1152864.0,37.38333333333333
ME,1960,2020,1182792.0,38.357142857142854
ME,1970,1970,992048.0,32.2
ME,1970,1980,1058354.0,34.35
ME,1970,1990,1114879.0,36.166666666666664
ME,1970,2000,1154890.0,37.45
ME,1970,2010,1189584.0,38.58
ME,1970,2020,1218380.0,39.51666666666667
ME,1980,1980,1124660.0,36.5
ME,1980,1990,1176294.0,38.15
ME,1980,2000,1209170.0,39.199999999999996
ME,1980,2010,1238968.0,40.175
ME,1980,2020,1263646.0,40.98
ME,1990,1990,1227928.0,39.8
ME,1990,2000,1251426.0,40.55
ME,1990,2010,1277071.0,41.4
ME,1990,2020,1298393.0,42.099999999999994
ME,2000,2000,1274923.0,41.3
ME,2000,2010,1301642.0,42.2
ME,2000,2020,1321881.0,42.866666666666674
ME,2010,2010,1328361.0,43.1
ME,2010,2020,1345360.0,43.650000000000006
ME,2020,2020,1362359.0,44.2
MI,1910,1910,2810173.0,49.7
MI,1910,1920,3239292.0,57.300000000000004
MI,1910,1930,3773637.0,66.73333333333333
MI,1910,1940,4144254.0,73.3
MI,1910,1950,4589756.0,81.17999999999999
MI,1910,1960,5128663.0,90.71666666666665
MI,1910,1970,5663866.0,100.18571428571428
MI,1910,1980,6113642.0,108.13749999999999
MI,1910,1990,6467159.0,114.38888888888889
MI,1910,2000,6814288.0,120.53
MI,1910,2010,7093320.0,125.46363636363635
MI,1910,2020,7341987.0,129.84166666666667
MI,1920,1920,3668412.0,64.9
MI,1920,1930,4255368.0,75.25
MI,1920,1940,4588948.0,81.16666666666667
MI,1920,1950,5034652.0,89.05
MI,1920,1960,5592361.0,98.92
MI,1920,1970,6139481.0,108.60000000000001
MI,1920,1980,6585566.0,116.4857142857143
MI,1920,1990,6924283.0,122.47500000000001
MI,1920,2000,7259189.0,128.4
MI,1920,2010,7521634.0,133.04000000000002
MI,1920,2020,7753971.0,137.12727272727273
MI,1930,1930,4842325.0,85.6
MI,1930,1940,5049216.0,89.3
MI,1930,1950,5490066.0,97.10000000000001
MI,1930,1960,6073348.0,107.42500000000001
MI,1930,1970,6633695.0,117.34
MI,1930,1980,7071759.0,125.08333333333333
MI,1930,1990,7389407.0,130.7
MI,1930,2000,7708037.0,136.3375
MI,1930,2010,7949770.0,140.61111111111111
MI,1930,2020,8162526.0,144.35
MI,1940,1940,5256106.0,93.0
MI,1940,1950,5813936.0,102.85
MI,1940,1960,6483689.0,114.7
MI,1940,1970,7081537.0,125.275
MI,1940,1980,7517645.0,132.98000000000002
MI,1940,1990,7813921.0,138.21666666666667
MI,1940,2000,8117424.0,143.58571428571432
MI,1940,2010,8338201.0,147.4875
MI,1940,2020,8531438.0,150.8777777777778
MI,1950,1950,6371766.0,112.7
MI,1950,1960,7097480.0,125.55000000000001
MI,1950,1970,7690014.0,136.03333333333333
MI,1950,1980,8083030.0,142.97500000000002
MI,1950,1990,8325484.0,147.26000000000002
MI,1950,2000,8594310.0,152.01666666666668
MI,1950,2010,8778500.0,155.27142857142857
MI,1950,2020,8940854.0,158.1125
MI,1960,1960,7823194.0,138.4
MI,1960,1970,8349138.0,147.7
MI,1960,1980,8653452.0,153.06666666666666
MI,1960,1990,8813913.0,155.9
MI,1960,2000,9038819.0,159.88000000000002
MI,1960,2010,9179623.0,162.36666666666667
MI,1960,2020,9307867.0,164.6
MI,1970,1970,8875083.0,157.0
MI,1970,1980,9068580.0,160.4
MI,1970,1990,9144153.0,161.73333333333335
MI,1970,2000,9342726.0,165.25
MI,1970,2010,9450908.0,167.16
MI,1970,2020,9555312.0,168.96666666666667
MI,1980,1980,9262078.0,163.8
MI,1980,1990,9278688.0,164.10000000000002
MI,1980,2000,9498606.0,168.00000000000003
MI,1980,2010,9594865.0,169.70000000000002
MI,1980,2020,9691358.0,171.36
MI,1990,1990,9295297.0,164.4
MI,1990,2000,9616870.0,170.10000000000002
MI,1990,2010,9705794.0,171.66666666666666
MI,1990,2020,9798678.0,173.25
MI,2000,2000,9938444.0,175.8
MI,2000,2010,9911042.0,175.3
MI,2000,2020,9966472.0,176.20000000000002
MI,2010,2010,9883640.0,174.8
MI,2010,2020,9980486.0,176.4
MI,2020,2020,10077331.0,178.0
MN,1910,1910,2075708.0,26.1
MN,1910,1920,2231416.0,28.05
MN,1910,1930,2342262.0,29.433333333333337
MN,1910,1940,2454772.0,30.85
MN,1910,1950,2560314.0,32.18
MN,1910,1960,2702572.0,33.96666666666667
MN,1910,1970,2860058.0,35.94285714285714
MN,1910,1980,3012047.0,37.85
MN,1910,1990,3163497.0,39.74444444444444
MN,1910,2000,3339095.0,41.95
MN,1910,2010,3517716.0,44.190909090909095
MN,1910,2020,3700114.0,46.48333333333334
MN,1920,1920,2387125.0,30.0
MN,1920,1930,2475539.0,31.1
MN,1920,1940,2581126.0,32.43333333333334
MN,1920,1950,2681465.0,33.7
MN,1920,1960,2827945.0,35.540000000000006
MN,1920,1970,2990783.0,37.583333333333336
MN,1920,1980,3145809.0,39.528571428571425
MN,1920,1990,3299471.0,41.449999999999996
MN,1920,2000,3479472.0,43.71111111111111
MN,1920,2010,3661917.0,46.0
MN,1920,2020,3847788.0,48.33636363636364
MN,1930,1930,2563953.0,32.2
MN,1930,1940,2678126.0,33.650000000000006
MN,1930,1950,2779579.0,34.93333333333334
MN,1930,1960,2938150.0,36.925000000000004
MN,1930,1970,3111514.0,39.1
MN,1930,1980,3272257.0,41.11666666666667
MN,1930,1990,3429806.0,43.08571428571428
MN,1930,2000,3616015.0,45.425
MN,1930,2010,3803560.0,47.77777777777778
MN,1930,2020,3993854.0,50.17
MN,1940,1940,2792300.0,35.1
MN,1940,1950,2887392.0,36.3
MN,1940,1960,3062882.0,38.5
MN,1940,1970,3248404.0,40.825
MN,1940,1980,3413918.0,42.9
MN,1940,1990,3574114.0,44.9
MN,1940,2000,3766309.0,47.31428571428571
MN,1940,2010,3958511.0,49.724999999999994
MN,1940,2020,4152732.0,52.16666666666666
MN,1950,1950,2982483.0,37.5
MN,1950,1960,3198174.0,40.2
MN,1950,1970,3400439.0,42.73333333333333
MN,1950,1980,3569322.0,44.849999999999994
MN,1950,1990,3730477.0,46.86
MN,1950,2000,3928644.0,49.349999999999994
MN,1950,2010,4125113.0,51.8142857142857
MN,1950,2020,4322786.0,54.29999999999999
MN,1960,1960,3413864.0,42.9
MN,1960,1970,3609418.0,45.349999999999994
MN,1960,1980,3764935.0,47.29999999999999
MN,1960,1990,3917476.0,49.199999999999996
MN,1960,2000,4117877.0,51.71999999999999
MN,1960,2010,4315551.0,54.19999999999999
MN,1960,2020,4514257.0,56.69999999999999
MN,1970,1970,3804971.0,47.8
MN,1970,1980,3940470.0,49.5
MN,1970,1990,4085347.0,51.300000000000004
MN,1970,2000,4293880.0,53.925
MN,1970,2010,4495889.0,56.459999999999994
MN,1970,2020,4697656.0,58.99999999999999
MN,1980,1980,4075970.0,51.2
MN,1980,1990,4225534.0,53.05
MN,1980,2000,4456849.0,55.96666666666666
MN,1980,2010,4668618.0,58.62499999999999
MN,1980,2020,4876193.0,61.239999999999995
MN,1990,1990,4375099.0,54.9
MN,1990,2000,4647289.0,58.349999999999994
MN,1990,2010,4866168.0,61.099999999999994
MN,1990,2020,5076249.0,63.75
MN,2000,2000,4919479.0,61.8
MN,2000,2010,5111702.0,64.19999999999999
MN,2000,2020,5309966.0,66.69999999999999
MN,2010,2010,5303925.0,66.6
MN,2010,2020,5505210.0,69.15
MN,2020,2020,5706494.0,71.7
MO,1910,1910,3293335.0,47.9
MO,1910,1920,3348695.0,48.7
MO,1910,1930,3442252.0,50.06666666666666
MO,1910,1940,3527855.0,51.324999999999996
MO,1910,1950,3613215.0,52.55999999999999
MO,1910,1960,3730981.0,54.26666666666666
MO,1910,1970,3866055.0,56.22857142857142
MO,1910,1980,3997384.0,58.137499999999996
MO,1910,1990,4121794.0,59.94444444444444
MO,1910,2000,4269136.0,62.089999999999996
MO,1910,2010,4425480.0,64.36363636363636
MO,1910,2020,4569600.0,66.45833333333333
MO,1920,1920,3404055.0,49.5
MO,1920,1930,3516711.0,51.15
MO,1920,1940,3606029.0,52.46666666666667
MO,1920,1950,3693185.0,53.725
MO,1920,1960,3818510.0,55.54
MO,1920,1970,3961509.0,57.61666666666667
MO,1920,1980,4097963.0,59.6
MO,1920,1990,4225352.0,61.45
MO,1920,2000,4377558.0,63.666666666666664
MO,1920,2010,4538695.0,66.01
MO,1920,2020,4685624.0,68.14545454545454
MO,1930,1930,3629367.0,52.8
MO,1930,1940,3707016.0,53.95
MO,1930,1950,3789561.0,55.13333333333333
MO,1930,1960,3922124.0,57.05
MO,1930,1970,4073000.0,59.239999999999995
MO,1930,1980,4213614.0,61.28333333333333
MO,1930,1990,4342680.0,63.15714285714286
MO,1930,2000,4499246.0,65.4375
MO,1930,2010,4664766.0,67.84444444444445
MO,1930,2020,4813781.0,70.01
MO,1940,1940,3784664.0,55.1
MO,1940,1950,3869658.0,56.3
MO,1940,1960,4019710.0,58.46666666666666
MO,1940,1970,4183908.0,60.849999999999994
MO,1940,1980,4330463.0,62.98
MO,1940,1990,4461565.0,64.88333333333333
MO,1940,2000,4623514.0,67.24285714285713
MO,1940,2010,4794191.0,69.725
MO,1940,2020,4945382.0,71.92222222222222
MO,1950,1950,3954653.0,57.5
MO,1950,1960,4137233.0,60.15
MO,1950,1970,4316989.0,62.76666666666667
MO,1950,1980,4466913.0,64.95
MO,1950,1990,4596945.0,66.84
MO,1950,2000,4763323.0,69.26666666666667
MO,1950,2010,4938409.0,71.81428571428572
MO,1950,2020,5090472.0,74.025
MO,1960,1960,4319813.0,62.8
MO,1960,1970,4498157.0,65.4
MO,1960,1980,4637667.0,67.43333333333334
MO,1960,1990,4757518.0,69.17500000000001
MO,1960,2000,4925057.0,71.62
MO,1960,2010,5102368.0,74.2
MO,1960,2020,5252732.0,76.38571428571429
MO,1970,1970,4676501.0,68.0
MO,1970,1980,4796594.0,69.75
MO,1970,1990,4903420.0,71.3
MO,1970,2000,5076368.0,73.825
MO,1970,2010,5258880.0,76.47999999999999
MO,1970,2020,5408218.0,78.64999999999999
MO,1980,1980,4916686.0,71.5
MO,1980,1990,5016880.0,72.95
MO,1980,2000,5209657.0,75.76666666666667
MO,1980,2010,5404474.0,78.6
MO,1980,2020,5554562.0,80.78
MO,1990,1990,5117073.0,74.4
MO,1990,2000,5356142.0,77.9
MO,1990,2010,5567070.0,80.96666666666667
MO,1990,2020,5714031.0,83.1
MO,2000,2000,5595211.0,81.4
MO,2000,2010,5792069.0,84.25
MO,2000,2020,5913017.0,86.0
MO,2010,2010,5988927.0,87.1
MO,2010,2020,6071920.0,88.3
MO,2020,2020,6154913.0,89.5
MS,1910,1910,1797114.0,38.3
MS,1910,1920,1793866.0,38.25
MS,1910,1930,1865851.0,39.766666666666666
MS,1910,1940,1945337.0,41.45
MS,1910,1950,1992053.0,42.440000000000005
MS,1910,1960,2023067.0,43.1
MS,1910,1970,2050759.0,43.68571428571429
MS,1910,1980,2109494.0,44.9375
MS,1910,1990,2161019.0,46.03333333333333
MS,1910,2000,2229383.0,47.49
MS,1910,2010,2296466.0,48.91818181818182
MS,1910,2020,2351867.0,50.1
MS,1920,1920,1790618.0,38.2
MS,1920,1930,1900220.0,40.5
MS,1920,1940,1994745.0,42.5
MS,1920,1950,2040787.0,43.475
MS,1920,1960,2068258.0,44.06
MS,1920,1970,2093034.0,44.583333333333336
MS,1920,1980,2154120.0,45.885714285714286
MS,1920,1990,2206507.0,47.0
MS,1920,2000,2277413.0,48.51111111111111
MS,1920,2010,2346401.0,49.980000000000004
MS,1920,2020,2402299.0,51.17272727272727
MS,1930,1930,2009821.0,42.8
MS,1930,1940,2096808.0,44.65
MS,1930,1950,2124177.0,45.23333333333333
MS,1930,1960,2137668.0,45.525
MS,1930,1970,2153517.0,45.86
MS,1930,1980,2214704.0,47.166666666666664
MS,1930,1990,2265920.0,48.25714285714286
MS,1930,2000,2338262.0,49.800000000000004
MS,1930,2010,2408155.0,51.28888888888889
MS,1930,2020,2463467.0,52.470000000000006
MS,1940,1940,2183796.0,46.5
MS,1940,1950,2181355.0,46.45
MS,1940,1960,2180284.0,46.43333333333334
MS,1940,1970,2189441.0,46.625
MS,1940,1980,2255680.0,48.04
MS,1940,1990,2308603.0,49.166666666666664
MS,1940,2000,2385182.0,50.800000000000004
MS,1940,2010,2457946.0,52.35
MS,1940,2020,2513872.0,53.54444444444445
MS,1950,1950,2178914.0,46.4
MS,1950,1960,2178528.0,46.4
MS,1950,1970,2191322.0,46.666666666666664
MS,1950,1980,2273651.0,48.425
MS,1950,1990,2333564.0,49.7
MS,1950,2000,2418746.0,51.51666666666667
MS,1950,2010,2497111.0,53.18571428571429
MS,1950,2020,2555132.0,54.425000000000004
MS,1960,1960,2178141.0,46.4
MS,1960,1970,2197526.0,46.8
MS,1960,1980,2305230.0,49.1
MS,1960,1990,2372227.0,50.525000000000006
MS,1960,2000,2466713.0,52.540000000000006
MS,1960,2010,2550144.0,54.31666666666667
MS,1960,2020,2608877.0,55.57142857142858
MS,1970,1970,2216912.0,47.2
MS,1970,1980,2368775.0,50.45
MS,1970,1990,2436922.0,51.9
MS,1970,2000,2538856.0,54.074999999999996
MS,1970,2010,2624544.0,55.9
MS,1970,2020,2680667.0,57.1
MS,1980,1980,2520638.0,53.7
MS,1980,1990,2546927.0,54.25
MS,1980,2000,2646171.0,56.36666666666667
MS,1980,2010,2726452.0,58.075
MS,1980,2020,2773418.0,59.080000000000005
MS,1990,1990,2573216.0,54.8
MS,1990,2000,2708937.0,57.7
MS,1990,2010,2795057.0,59.53333333333334
MS,1990,2020,2836612.0,60.425000000000004
MS,2000,2000,2844658.0,60.6
MS,2000,2010,2905978.0,61.900000000000006
MS,2000,2020,2924411.0,62.300000000000004
MS,2010,2010,2967297.0,63.2
MS,2010,2020,2964288.0,63.150000000000006
MS,2020,2020,2961279.0,63.1
MT,1910,1910,376053.0,2.6
MT,1910,1920,462471.0,3.2
MT,1910,1930,487516.0,3.366666666666667
MT,1910,1940,505501.0,3.4750000000000005
MT,1910,1950,522606.0,3.6
MT,1910,1960,547966.0,3.766666666666667
MT,1910,1970,568886.0,3.9142857142857146
MT,1910,1980,596112.0,4.1000000000000005
MT,1910,1990,618662.0,4.255555555555556
MT,1910,2000,647015.0,4.450000000000001
MT,1910,2010,678143.0,4.663636363636364
MT,1910,2020,711983.0,4.891666666666667
MT,1920,1920,548889.0,3.8
MT,1920,1930,543248.0,3.75
MT,1920,1940,548650.0,3.766666666666667
MT,1920,1950,559244.0,3.85
MT,1920,1960,582348.0,4.0
MT,1920,1970,601025.0,4.133333333333334
MT,1920,1980,627549.0,4.314285714285715
MT,1920,1990,648988.0,4.4625
MT,1920,2000,677122.0,4.655555555555556
MT,1920,2010,708352.0,4.87
MT,1920,2020,742522.0,5.1000000000000005
MT,1930,1930,537606.0,3.7
MT,1930,1940,548531.0,3.75
MT,1930,1950,562695.0,3.8666666666666667
MT,1930,1960,590713.0,4.05
MT,1930,1970,611452.0,4.2
MT,1930,1980,640659.0,4.3999999999999995
MT,1930,1990,663288.0,4.557142857142857
MT,1930,2000,693152.0,4.7625
MT,1930,2010,726070.0,4.988888888888889
MT,1930,2020,761885.0,5.2299999999999995
MT,1940,1940,559456.0,3.8
MT,1940,1950,575240.0,3.9499999999999997
MT,1940,1960,608416.0,4.166666666666667
MT,1940,1970,629914.0,4.325
MT,1940,1980,661269.0,4.540000000000001
MT,1940,1990,684235.0,4.7
MT,1940,2000,715372.0,4.9142857142857155
MT,1940,2010,749628.0,5.15
MT,1940,2020,786805.0,5.4
MT,1950,1950,591024.0,4.1
MT,1950,1960,632896.0,4.35
MT,1950,1970,653400.0,4.5
MT,1950,1980,686722.0,4.725
MT,1950,1990,709191.0,4.88
MT,1950,2000,741358.0,5.1
MT,1950,2010,776795.0,5.3428571428571425
MT,1950,2020,815224.0,5.6
MT,1960,1960,674767.0,4.6
MT,1960,1970,684588.0,4.699999999999999
MT,1960,1980,718622.0,4.933333333333333
MT,1960,1990,738733.0,5.074999999999999
MT,1960,2000,771425.0,5.299999999999999
MT,1960,2010,807757.0,5.55
MT,1960,2020,847252.0,5.814285714285714
MT,1970,1970,694409.0,4.8
MT,1970,1980,740550.0,5.1
MT,1970,1990,760055.0,5.233333333333333
MT,1970,2000,795590.0,5.475
MT,1970,2010,834355.0,5.74
MT,1970,2020,876000.0,6.016666666666667
MT,1980,1980,786690.0,5.4
MT,1980,1990,792878.0,5.45
MT,1980,2000,829317.0,5.7
MT,1980,2010,869341.0,5.9750000000000005
MT,1980,2020,912318.0,6.260000000000001
MT,1990,1990,799065.0,5.5
MT,1990,2000,850630.0,5.85
MT,1990,2010,896892.0,6.166666666666667
MT,1990,2020,943725.0,6.475
